idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
582,On Golden Pond,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",10,0.002068,0.955024,0.010159,0.035936,0.002856,https://whatdoido.kro.kr/movie/582.jpg
583,Pride,Biography Comedy Drama,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,9,0.152928,0.696242,0.0011,0.090942,0.104349,https://whatdoido.kro.kr/movie/583.jpg
584,The World's Fastest Indian,Biography Drama Sport,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",10,0.584817,0.651698,0.082517,0.494657,0.098209,https://whatdoido.kro.kr/movie/584.jpg
585,The Lion in Winter,Biography Drama History,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",9,0.371499,0.361937,0.059501,0.112078,0.220881,https://whatdoido.kro.kr/movie/585.jpg
586,Dead Man,Adventure Drama Fantasy,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",9,0.031058,0.781229,0.017075,0.129592,0.023802,https://whatdoido.kro.kr/movie/586.jpg
587,Watership Down,Animation Adventure Drama,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",,0.139475,0.707259,0.095979,0.034655,0.016028,https://whatdoido.kro.kr/movie/587.jpg
588,Letters from Iwo Jima,Action Adventure Drama,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",10,0.49958,0.508727,0.093038,0.051034,0.118401,https://whatdoido.kro.kr/movie/588.jpg
589,Ikiru,Drama,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,10,0.067892,0.870091,0.03795,0.019486,0.008552,https://whatdoido.kro.kr/movie/589.jpg
590,Song of the Sea,Animation Adventure Drama,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",8,0.025966,0.959601,0.004155,0.004946,0.004572,https://whatdoido.kro.kr/movie/590.jpg
591,Strangers on a Train,Crime Film-Noir Thriller,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,9,0.014887,0.931788,0.020419,0.017249,0.017605,https://whatdoido.kro.kr/movie/591.jpg
592,Shadow of a Doubt,Film-Noir Thriller,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",8,0.201345,0.631969,0.17203,0.084799,0.068577,https://whatdoido.kro.kr/movie/592.jpg
593,Fantasia,Animation Family Fantasy,A collection of animated interpretations of great works of Western classical music.,,0.181183,0.716926,0.085106,0.072304,0.087172,https://whatdoido.kro.kr/movie/593.jpg
594,Touch of Evil,Crime Drama Film-Noir,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",9,0.089001,0.520839,0.183212,0.050857,0.164608,https://whatdoido.kro.kr/movie/594.jpg
595,Stagecoach,Adventure Drama Western,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,6,0.053417,0.849557,0.00758,0.0365,0.047199,https://whatdoido.kro.kr/movie/595.jpg
596,"South Park: Bigger, Longer & Uncut",Animation Comedy Fantasy,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",10,0.281505,0.677295,0.023723,0.008329,0.023895,https://whatdoido.kro.kr/movie/596.jpg
597,"I, Daniel Blake",Drama,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",10,0.735701,0.64211,0.04843,0.092605,0.622852,https://whatdoido.kro.kr/movie/597.jpg
598,The Day the Earth Stood Still,Drama Sci-Fi,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,10,0.065223,0.869743,0.025339,0.023513,0.024614,https://whatdoido.kro.kr/movie/598.jpg
599,Short Cuts,Comedy Drama,The day-to-day lives of several suburban Los Angeles residents.,10,0.02992,0.752123,0.01563,0.172731,0.052238,https://whatdoido.kro.kr/movie/599.jpg
600,Hamlet,Drama,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",10,0.161816,0.717043,0.0574,0.072114,0.059785,https://whatdoido.kro.kr/movie/600.jpg
601,The Manchurian Candidate,Drama Thriller,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,10,0.598969,0.127722,0.319055,0.017616,0.120075,https://whatdoido.kro.kr/movie/601.jpg
602,A Christmas Story,Comedy Family,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",10,0.107854,0.456249,0.063091,0.041739,0.066112,https://whatdoido.kro.kr/movie/602.jpg
603,The Big Sleep,Crime Film-Noir Mystery,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",,0.325607,0.150121,0.119552,0.502861,0.175928,https://whatdoido.kro.kr/movie/603.jpg
604,Judgment at Nuremberg,Drama War,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",10,0.172339,0.563924,0.098888,0.075897,0.077486,https://whatdoido.kro.kr/movie/604.jpg
605,Kubo and the Two Strings,Animation Action Adventure,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,10,0.029825,0.951382,0.008831,0.006003,0.004827,https://whatdoido.kro.kr/movie/605.jpg
606,The Night of the Hunter,Crime Drama Film-Noir,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",1,0.291888,0.038404,0.237894,0.490556,0.290164,https://whatdoido.kro.kr/movie/606.jpg
607,The African Queen,Adventure Drama Romance,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",9,0.025677,0.945961,0.00303,0.019098,0.007713,https://whatdoido.kro.kr/movie/607.jpg
608,It Happened One Night,Comedy Romance,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",,0.039473,0.894731,0.003261,0.005893,0.014229,https://whatdoido.kro.kr/movie/608.jpg
609,Frankenstein,Drama Horror Sci-Fi,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,10,0.122961,0.818529,0.017064,0.012069,0.040875,https://whatdoido.kro.kr/movie/609.jpg
610,Gaslight,Crime Drama Mystery,"Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.",,0.154074,0.722138,0.014034,0.05716,0.092531,https://whatdoido.kro.kr/movie/610.jpg
611,The Man Who Would Be King,Adventure History War,"Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",10,0.051202,0.764237,0.019274,0.014611,0.046567,https://whatdoido.kro.kr/movie/611.jpg
612,City Lights,Comedy Drama Romance,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",10,0.600584,0.343527,0.034175,0.018716,0.064918,https://whatdoido.kro.kr/movie/612.jpg
613,Once,Drama Music Romance,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",10,0.304124,0.363447,0.176894,0.038719,0.273269,https://whatdoido.kro.kr/movie/613.jpg
614,Notorious,Drama Film-Noir Romance,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,,0.479861,0.699155,0.053155,0.114385,0.11375,https://whatdoido.kro.kr/movie/614.jpg
615,The Muppet Movie,Adventure Comedy Family,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",,0.181522,0.671857,0.069323,0.169708,0.113566,https://whatdoido.kro.kr/movie/615.jpg
616,The Odd Couple,Comedy,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",9,0.084822,0.780076,0.035958,0.019345,0.07212,https://whatdoido.kro.kr/movie/616.jpg
617,Mysterious Skin,Drama,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",7,0.513364,0.247455,0.020908,0.184732,0.165714,https://whatdoido.kro.kr/movie/617.jpg
618,Patton,Biography Drama War,The World War II phase of the career of controversial American general George S. Patton.,10,0.035882,0.720668,0.035967,0.175819,0.045356,https://whatdoido.kro.kr/movie/618.jpg
619,The Philadelphia Story,Comedy Romance,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",4,0.136368,0.159914,0.21729,0.367761,0.415024,https://whatdoido.kro.kr/movie/619.jpg
620,Paper Moon,Comedy Crime Drama,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",9,0.458454,0.690498,0.49344,0.090776,0.049775,https://whatdoido.kro.kr/movie/620.jpg
621,Zulu,Drama History War,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,10,0.183529,0.715039,0.061176,0.010289,0.047185,https://whatdoido.kro.kr/movie/621.jpg
622,The Kid,Comedy Drama Family,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",9,0.151353,0.605461,0.259621,0.021411,0.047507,https://whatdoido.kro.kr/movie/622.jpg
623,Pink,Drama Thriller,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",10,0.119855,0.736196,0.009479,0.114858,0.041327,https://whatdoido.kro.kr/movie/623.jpg
624,Dead Man's Shoes,Crime Drama Thriller,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,10,0.026776,0.914806,0.009588,0.009218,0.042168,https://whatdoido.kro.kr/movie/624.jpg
625,Waking Life,Animation Drama Fantasy,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,1,0.749061,0.042169,0.314842,0.02311,0.107272,https://whatdoido.kro.kr/movie/625.jpg
626,The Best Years of Our Lives,Drama Romance War,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,10,0.047181,0.912728,0.007592,0.014068,0.021551,https://whatdoido.kro.kr/movie/626.jpg
627,Andrei Rublev,Biography Drama History,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",10,0.097855,0.715891,0.134157,0.043675,0.060963,https://whatdoido.kro.kr/movie/627.jpg
628,The Long Goodbye,Comedy Crime Drama,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder.",2,0.567882,0.066326,0.023526,0.386302,0.203296,https://whatdoido.kro.kr/movie/628.jpg
629,Withnail & I,Comedy Drama,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",8,0.591375,0.201558,0.202191,0.147447,0.020036,https://whatdoido.kro.kr/movie/629.jpg
630,Freaks,Drama Horror,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",10,0.093559,0.854284,0.011343,0.04053,0.013515,https://whatdoido.kro.kr/movie/630.jpg
631,Once Were Warriors,Crime Drama,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,10,0.197423,0.661883,0.009018,0.012526,0.134579,https://whatdoido.kro.kr/movie/631.jpg
632,The Grapes of Wrath,Drama History,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",9,0.180891,0.686632,0.088699,0.062571,0.088929,https://whatdoido.kro.kr/movie/632.jpg
633,The Killing,Crime Drama Film-Noir,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,9,0.054456,0.569277,0.13138,0.115376,0.036951,https://whatdoido.kro.kr/movie/633.jpg
634,Harvey,Comedy Drama Fantasy,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",10,0.313039,0.67651,0.007374,0.001305,0.00364,https://whatdoido.kro.kr/movie/634.jpg
635,Mr. Smith Goes to Washington,Comedy Drama,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",,0.032936,0.815554,0.0297,0.014644,0.062667,https://whatdoido.kro.kr/movie/635.jpg
636,Kagemusha,Drama History War,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,2,0.84949,0.064732,0.049522,0.11435,0.072564,https://whatdoido.kro.kr/movie/636.jpg
637,The Secret of Kells,Animation Adventure Family,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",9,0.011222,0.970116,0.002795,0.008406,0.007859,https://whatdoido.kro.kr/movie/637.jpg
638,Batman: Mask of the Phantasm,Animation Action Crime,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,,0.425629,0.412176,0.134603,0.094752,0.030718,https://whatdoido.kro.kr/movie/638.jpg
639,The Red Shoes,Drama Music Romance,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,5,0.314293,0.479638,0.070619,0.183977,0.047508,https://whatdoido.kro.kr/movie/639.jpg
640,Frost/Nixon,Biography Drama History,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,8,0.640733,0.557153,0.094447,0.130013,0.069117,https://whatdoido.kro.kr/movie/640.jpg
641,Underground,Comedy Drama Fantasy,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",10,0.207424,0.512099,0.08311,0.21938,0.093826,https://whatdoido.kro.kr/movie/641.jpg
642,Peeping Tom,Drama Horror Thriller,"A young man murders women, using a movie camera to film their dying expressions of terror.",3,0.250422,0.099945,0.061077,0.555505,0.308316,https://whatdoido.kro.kr/movie/642.jpg
643,Amarcord,Comedy Drama,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,10,0.148042,0.785186,0.021376,0.012691,0.006459,https://whatdoido.kro.kr/movie/643.jpg
644,Repulsion,Drama Horror Thriller,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,8,0.64141,0.049826,0.404546,0.114572,0.040257,https://whatdoido.kro.kr/movie/644.jpg
645,The Message,Biography Drama History,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,10,0.066222,0.886498,0.013084,0.029364,0.006628,https://whatdoido.kro.kr/movie/645.jpg
646,Control,Biography Drama Music,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",,0.015102,0.932596,0.007088,0.032435,0.018145,https://whatdoido.kro.kr/movie/646.jpg
647,Inherit the Wind,Biography Drama History,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",,0.024251,0.851959,0.040343,0.090729,0.021288,https://whatdoido.kro.kr/movie/647.jpg
648,Invasion of the Body Snatchers,Drama Horror Sci-Fi,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,10,0.178944,0.684122,0.480166,0.044976,0.074407,https://whatdoido.kro.kr/movie/648.jpg
649,Wait Until Dark,Thriller,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,10,0.221635,0.129205,0.725243,0.050518,0.038661,https://whatdoido.kro.kr/movie/649.jpg
650,Shine,Biography Drama Music,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",9,0.136881,0.811391,0.008435,0.006553,0.051074,https://whatdoido.kro.kr/movie/650.jpg
651,Zindagi Na Milegi Dobara,Comedy Drama,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,,0.124382,0.766387,0.017398,0.008379,0.070652,https://whatdoido.kro.kr/movie/651.jpg
652,All Quiet on the Western Front,Drama War,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",10,0.052394,0.794215,0.072786,0.066815,0.041478,https://whatdoido.kro.kr/movie/652.jpg
653,Soorarai Pottru,Drama,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",10,0.154418,0.447381,0.157344,0.101008,0.183974,https://whatdoido.kro.kr/movie/653.jpg
654,The Station Agent,Comedy Drama,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",,0.248967,0.580431,0.166869,0.005368,0.063014,https://whatdoido.kro.kr/movie/654.jpg
655,Arsenic and Old Lace,Comedy Crime Thriller,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,,0.439382,0.026322,0.586097,0.002988,0.223312,https://whatdoido.kro.kr/movie/655.jpg
656,Hedwig and the Angry Inch,Comedy Drama Music,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,10,0.092642,0.895428,0.008567,0.001442,0.004691,https://whatdoido.kro.kr/movie/656.jpg
657,Stalag 17,Comedy Drama War,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",,0.482404,0.593545,0.108244,0.064359,0.156565,https://whatdoido.kro.kr/movie/657.jpg
658,Kind Hearts and Coronets,Comedy Crime,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,10,0.108814,0.703069,0.43548,0.058059,0.065459,https://whatdoido.kro.kr/movie/658.jpg
659,The 39 Steps,Crime Mystery Thriller,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",8,0.05122,0.842324,0.023846,0.011738,0.069035,https://whatdoido.kro.kr/movie/659.jpg
660,The Ladykillers,Comedy Crime,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,,0.163546,0.803432,0.008916,0.01484,0.014319,https://whatdoido.kro.kr/movie/660.jpg
661,Gilda,Drama Film-Noir Romance,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,8,0.083962,0.815759,0.02997,0.031988,0.058217,https://whatdoido.kro.kr/movie/661.jpg
662,Rang De Basanti,Comedy Crime Drama,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",1,0.751205,0.011782,0.13039,0.223288,0.188159,https://whatdoido.kro.kr/movie/662.jpg
663,Vikram Vedha,Action Crime Drama,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.",9,0.082564,0.876228,0.024433,0.006124,0.011881,https://whatdoido.kro.kr/movie/663.jpg
664,Night on Earth,Comedy Drama,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,9,0.576706,0.136964,0.052477,0.162838,0.229549,https://whatdoido.kro.kr/movie/664.jpg
665,The Broken Circle Breakdown,Drama Music Romance,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",10,0.660132,0.663141,0.060234,0.030092,0.028395,https://whatdoido.kro.kr/movie/665.jpg
666,To Have and Have Not,Adventure Comedy Film-Noir,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",8,0.034313,0.879288,0.034443,0.044948,0.019195,https://whatdoido.kro.kr/movie/666.jpg
667,Bajrangi Bhaijaan,Action Adventure Comedy,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,10,0.048412,0.788868,0.052616,0.076854,0.074924,https://whatdoido.kro.kr/movie/667.jpg
668,The Thin Man,Comedy Crime Mystery,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",10,0.096545,0.728056,0.062031,0.122079,0.079748,https://whatdoido.kro.kr/movie/668.jpg
669,The Lady Vanishes,Mystery Thriller,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",5,0.15551,0.482966,0.121417,0.148968,0.142635,https://whatdoido.kro.kr/movie/669.jpg
670,Laura,Drama Film-Noir Mystery,A police detective falls in love with the woman whose murder he is investigating.,,0.110027,0.682226,0.108932,0.085241,0.08474,https://whatdoido.kro.kr/movie/670.jpg
671,A Hard Day's Night,Comedy Musical,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance.",10,0.051705,0.913309,0.010947,0.00822,0.023222,https://whatdoido.kro.kr/movie/671.jpg
672,Ayla: The Daughter of War,Biography Drama History,"In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",9,0.261886,0.273438,0.082498,0.089432,0.084663,https://whatdoido.kro.kr/movie/672.jpg
673,Kal Ho Naa Ho,Comedy Drama Musical,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",9,0.094782,0.7865,0.038455,0.047539,0.041315,https://whatdoido.kro.kr/movie/673.jpg
674,Gully Boy,Drama Music Romance,A coming-of-age story based on the lives of street rappers in Mumbai.,1,0.626353,0.075156,0.131139,0.157611,0.236787,https://whatdoido.kro.kr/movie/674.jpg
675,Ace in the Hole,Drama Film-Noir,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",,0.175312,0.643565,0.059008,0.11089,0.088812,https://whatdoido.kro.kr/movie/675.jpg
676,Crimes and Misdemeanors,Comedy Drama,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,10,0.247092,0.574979,0.046137,0.079987,0.092545,https://whatdoido.kro.kr/movie/676.jpg
677,In a Lonely Place,Drama Film-Noir Mystery,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",10,0.020543,0.968898,0.002862,0.000353,0.005213,https://whatdoido.kro.kr/movie/677.jpg
678,Out of the Past,Crime Drama Film-Noir,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",7,0.11976,0.690748,0.581738,0.100061,0.098266,https://whatdoido.kro.kr/movie/678.jpg
679,My Name Is Khan,Drama,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,10,0.125959,0.669047,0.114215,0.047639,0.146525,https://whatdoido.kro.kr/movie/679.jpg
680,Hera Pheri,Action Comedy Crime,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",10,0.10386,0.818311,0.048756,0.007783,0.015469,https://whatdoido.kro.kr/movie/680.jpg
681,Cape Fear,Drama Thriller,A lawyer's family is stalked by a man he once helped put in jail.,8,0.578107,0.655673,0.177421,0.138566,0.165197,https://whatdoido.kro.kr/movie/681.jpg
682,His Girl Friday,Comedy Drama Romance,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,4,0.225508,0.328312,0.05803,0.303133,0.15364,https://whatdoido.kro.kr/movie/682.jpg
683,The Invisible Man,Horror Sci-Fi,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",10,0.133715,0.701418,0.142684,0.022173,0.049875,https://whatdoido.kro.kr/movie/683.jpg
684,Persepolis,Animation Biography Drama,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,10,0.718958,0.130307,0.10449,0.182747,0.029696,https://whatdoido.kro.kr/movie/684.jpg
685,Bringing Up Baby,Comedy Family Romance,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",7,0.467118,0.665091,0.077155,0.054243,0.090434,https://whatdoido.kro.kr/movie/685.jpg
686,Red River,Action Adventure Drama,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",10,0.205442,0.685405,0.024155,0.104205,0.01911,https://whatdoido.kro.kr/movie/686.jpg
687,Lifeboat,Drama War,Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the crew members of the U-boat that sank their ship.,,0.179026,0.752832,0.014278,0.037285,0.031291,https://whatdoido.kro.kr/movie/687.jpg
688,Brief Encounter,Drama Romance,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",8,0.096435,0.759134,0.038366,0.048507,0.100651,https://whatdoido.kro.kr/movie/688.jpg
689,To Be or Not to Be,Comedy War,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",9,0.045784,0.840828,0.052316,0.011848,0.03681,https://whatdoido.kro.kr/movie/689.jpg
690,Darbareye Elly,Drama Mystery,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,9,0.038595,0.879743,0.035148,0.010545,0.054586,https://whatdoido.kro.kr/movie/690.jpg
691,The Innocents,Horror,A young governess for two children becomes convinced that the house and grounds are haunted.,10,0.193977,0.289192,0.638754,0.157309,0.090035,https://whatdoido.kro.kr/movie/691.jpg
692,The Taking of Pelham One Two Three,Action Crime Thriller,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",,0.193346,0.490113,0.216373,0.020916,0.062783,https://whatdoido.kro.kr/movie/692.jpg
693,Lagaan: Once Upon a Time in India,Drama Musical Sport,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,9,0.193951,0.718934,0.087551,0.055557,0.078122,https://whatdoido.kro.kr/movie/693.jpg
694,La Strada,Drama,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",9,0.132691,0.683603,0.08795,0.119187,0.124214,https://whatdoido.kro.kr/movie/694.jpg
695,The Gold Rush,Adventure Comedy Drama,A prospector goes to the Klondike in search of gold and finds it and more.,10,0.023108,0.943391,0.003176,0.022896,0.009028,https://whatdoido.kro.kr/movie/695.jpg
696,The Lunchbox,Drama Romance,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,8,0.113719,0.694456,0.058432,0.056913,0.131313,https://whatdoido.kro.kr/movie/696.jpg
697,Mustang,Drama,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",9,0.184171,0.690479,0.116641,0.071106,0.057621,https://whatdoido.kro.kr/movie/697.jpg
698,Key Largo,Action Crime Drama,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",,0.091484,0.701764,0.019597,0.106979,0.094589,https://whatdoido.kro.kr/movie/698.jpg
699,In America,Drama,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,,0.310504,0.357329,0.037945,0.320655,0.136251,https://whatdoido.kro.kr/movie/699.jpg
700,Sweet Smell of Success,Drama Film-Noir,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,10,0.50675,0.113037,0.05558,0.309332,0.164533,https://whatdoido.kro.kr/movie/700.jpg
